valence,acousticness,danceability,explicit,track_genre,loudness,popularity
0.291,0.0062,0.748,True,j-dance,-4.421,3
0.876,0.204,0.737,False,j-dance,-5.716,15
0.482,0.0374,0.677,False,j-dance,-7.382,12
0.826,0.313,0.757,False,j-dance,-3.231,20
0.67,0.303,0.867,False,j-dance,-4.674,20
0.456,0.102,0.397,False,j-dance,-4.292,13
0.757,0.0612,0.729,False,j-dance,-4.054,19
0.584,0.157,0.859,False,j-dance,-6.699,17
0.634,0.677,0.738,False,j-dance,-4.414,24
0.783,0.318,0.817,False,j-dance,-3.282,21
0.898,0.261,0.641,True,j-dance,-3.543,11
0.619,0.0195,0.838,False,j-dance,-5.733,17
0.578,0.109,0.801,False,j-dance,-5.112,18
0.603,0.00256,0.618,True,j-dance,-5.737,9
0.603,0.00256,0.618,True,j-dance,-5.737,9
0.384,0.0133,0.822,False,j-dance,-6.615,12
0.785,0.0429,0.821,False,j-dance,-4.231,18
0.364,0.411,0.802,False,j-dance,-7.18,23
0.637,0.322,0.673,False,j-dance,-4.08,20
0.423,0.692,0.716,False,j-dance,-6.378,30
0.84,0.0246,0.724,False,j-dance,-3.922,18
0.357,0.314,0.549,True,j-dance,-4.433,13
0.224,0.14,0.595,True,j-dance,-7.46,2
0.884,0.0367,0.84,True,j-dance,-1.937,17
0.539,0.126,0.503,False,j-dance,-7.685,15
0.739,0.16,0.493,True,j-dance,-4.006,11
0.605,0.163,0.684,True,j-dance,-5.442,11
0.943,0.0607,0.703,True,j-dance,-1.464,15
0.823,0.13,0.707,False,j-dance,-4.091,17
0.38,0.46,0.766,True,j-dance,-5.749,19
0.449,0.188,0.583,True,j-dance,-5.71,10
0.944,0.163,0.695,True,j-dance,-1.172,16
0.73,0.12,0.477,True,j-dance,-3.027,12
0.674,0.104,0.772,True,j-dance,-3.22,15
0.834,0.141,0.675,False,j-dance,-4.87,16
0.226,0.576,0.676,False,j-dance,-7.937,28
0.77,0.309,0.825,False,j-dance,-3.275,23
0.238,0.0871,0.63,False,j-dance,-7.059,7
0.605,0.297,0.688,False,j-dance,-3.929,21
0.617,0.00207,0.74,False,j-dance,-2.15,20
0.425,0.0968,0.487,False,j-dance,-5.359,12
0.645,0.0466,0.503,False,j-dance,-6.782,14
0.548,0.417,0.477,True,j-dance,-3.016,18
0.58,0.372,0.65,False,j-dance,-6.193,18
0.518,0.00116,0.746,True,j-dance,-5.066,7
0.646,0.316,0.81,False,j-dance,-3.296,24
0.825,0.00589,0.633,False,j-dance,-3.845,17
0.621,0.384,0.819,False,j-dance,-5.211,22
0.521,0.0423,0.676,False,j-dance,-8.967,13
0.615,0.00745,0.868,False,j-dance,-4.732,18
0.295,0.0199,0.825,True,j-dance,-6.239,5
0.441,0.1,0.665,True,j-dance,-7.221,8
0.806,0.0725,0.715,False,j-dance,-0.958,24
0.368,0.549,0.911,True,j-dance,-5.689,21
0.598,0.142,0.76,False,j-dance,-7.966,17
0.359,0.769,0.561,True,j-dance,-5.996,26
0.535,0.501,0.815,True,j-dance,-5.644,18
0.63,0.666,0.682,True,j-dance,-6.954,17
0.592,0.101,0.738,False,j-dance,-5.111,16
0.685,0.0178,0.718,True,j-dance,-4.387,12
0.789,0.0174,0.791,False,j-dance,-7.333,17
0.82,0.128,0.911,False,j-dance,-7.684,17
0.918,0.297,0.718,True,j-dance,-8.478,7
0.0346,0.063,0.635,True,j-dance,-6.984,0
0.643,0.0607,0.675,True,j-dance,-15.682,18
0.642,0.000238,0.527,False,j-dance,-4.31,15
0.588,0.744,0.559,False,j-dance,-9.177,26
0.797,0.0837,0.722,True,j-dance,-5.133,10
0.224,0.154,0.73,True,j-dance,-6.285,6
0.372,0.339,0.604,True,j-dance,-8.575,13
0.503,0.758,0.905,False,j-dance,-12.233,32
0.483,0.637,0.683,True,j-dance,-7.783,20
0.632,0.594,0.71,False,j-dance,-14.977,29
0.756,0.713,0.579,False,j-dance,-12.826,21
0.575,0.196,0.661,True,j-dance,-8.181,11
0.404,0.454,0.536,False,j-dance,-3.779,23
0.728,0.2,0.806,True,j-dance,-4.134,14
0.818,0.105,0.757,True,j-dance,-4.782,12
0.593,0.0742,0.583,False,j-dance,-5.182,14
0.865,0.0818,0.774,False,j-dance,-3.996,19
0.633,0.135,0.768,False,j-dance,-7.209,17
0.856,0.181,0.844,True,j-dance,-4.047,14
0.457,0.627,0.703,False,j-dance,-7.829,26
0.787,0.0498,0.839,False,j-dance,-9.038,18
0.536,0.128,0.603,True,j-dance,-4.668,11
0.283,0.316,0.526,False,j-dance,-4.576,19
0.403,0.18,0.816,True,j-dance,-6.352,10
0.585,0.104,0.723,False,j-dance,-4.417,18
0.609,0.038,0.899,False,j-dance,-5.128,17
0.733,0.382,0.95,True,j-dance,-5.284,14
0.632,0.0496,0.748,False,j-dance,-1.618,22
0.352,0.529,0.886,True,j-dance,-8.788,22
0.369,0.0964,0.679,True,j-dance,-4.908,8
0.423,0.26,0.657,True,j-dance,-7.074,11
0.474,0.275,0.902,False,j-dance,-7.257,20
0.733,0.554,0.777,True,j-dance,-7.918,15
0.696,0.244,0.603,True,j-dance,-3.675,14
0.541,0.807,0.792,True,j-dance,-3.831,24
0.335,0.0954,0.927,False,j-dance,-5.151,15
0.297,0.684,0.536,False,j-dance,-7.625,29
0.751,0.252,0.735,False,j-dance,-7.162,16
0.16,0.0622,0.772,True,j-dance,-5.612,1
0.504,0.483,0.477,True,j-dance,-5.056,16
0.841,0.471,0.617,False,j-dance,-6.45,14
0.449,0.117,0.725,False,j-dance,-5.874,15
0.17,0.352,0.892,True,j-dance,-8.429,12
0.695,0.253,0.79,True,j-dance,-8.44,10
0.407,0.0749,0.566,True,j-dance,-3.734,10
0.544,0.292,0.555,False,j-dance,-9.111,18
0.288,0.185,0.758,False,j-dance,-5.262,16
0.35,0.651,0.548,True,j-dance,-7.825,22
0.757,0.0612,0.729,False,j-dance,-4.054,18
0.546,0.117,0.787,True,j-dance,-6.88,13
0.071,0.00213,0.727,False,j-dance,-8.113,0
0.582,0.222,0.821,False,j-dance,-7.129,21
0.582,0.308,0.781,False,j-dance,-7.461,21
0.552,0.134,0.89,True,j-dance,-6.769,12
0.63,0.437,0.674,False,j-dance,-6.53,20
0.391,0.219,0.497,False,j-dance,-9.611,14
0.417,0.446,0.633,True,j-dance,-8.257,16
0.206,0.33,0.556,True,j-dance,-7.426,11
0.292,0.102,0.404,True,j-dance,-7.321,3
0.278,0.515,0.54,False,j-dance,-7.844,22
0.84,0.51,0.709,False,j-dance,-6.225,17
0.385,0.39,0.76,False,j-dance,-5.52,22
0.285,0.464,0.531,True,j-dance,-8.113,13
0.389,0.69,0.451,True,j-dance,-12.27,23
0.33,0.577,0.719,True,j-dance,-6.712,20
0.35,0.334,0.565,False,j-dance,-8.13,18
0.783,0.123,0.788,False,j-dance,-4.927,18
0.245,0.258,0.626,False,j-dance,-5.037,16
0.522,0.111,0.586,False,j-dance,-11.042,16
0.423,0.424,0.528,False,j-dance,-7.198,19
0.716,0.0198,0.836,False,j-dance,-11.328,18
0.926,0.0713,0.813,True,j-dance,-1.871,17
0.127,0.0675,0.573,True,j-dance,-9.0,0
0.62,0.149,0.779,False,j-dance,-4.702,17
0.527,0.172,0.647,True,j-dance,-5.992,11
0.792,0.314,0.826,False,j-dance,-3.217,20
0.415,0.0158,0.477,True,j-dance,-5.567,4
0.507,0.112,0.83,False,j-dance,-4.8,18
0.615,0.115,0.672,False,j-dance,-1.381,23
0.732,0.0214,0.832,False,j-dance,-5.349,19
0.221,0.141,0.594,True,j-dance,-7.458,3
0.52,0.749,0.794,False,j-dance,-10.046,30
0.646,0.316,0.81,False,j-dance,-3.296,22
0.598,0.0576,0.593,True,j-dance,-8.253,8
0.374,0.00739,0.607,False,j-dance,-6.866,8
0.192,0.325,0.733,False,j-dance,-5.36,18
0.616,0.062,0.771,False,j-dance,-5.256,17
0.349,0.7,0.868,True,j-dance,-10.347,27
0.258,0.257,0.752,True,j-dance,-3.906,13
0.483,0.375,0.786,True,j-dance,-6.564,17
0.323,0.0432,0.694,True,j-dance,-5.266,5
0.118,0.458,0.606,True,j-dance,-9.667,16
0.693,0.289,0.826,False,j-dance,-7.822,17
0.365,0.175,0.767,False,j-dance,-9.66,14
0.404,0.139,0.891,True,j-dance,-7.463,10
0.355,0.0556,0.547,False,j-dance,-4.278,12
0.547,0.0415,0.567,True,j-dance,-5.494,8
0.303,0.548,0.484,False,j-dance,-6.359,24
0.355,0.137,0.563,True,j-dance,-6.307,8
0.752,0.126,0.852,True,j-dance,-7.542,12
0.518,0.407,0.632,False,j-dance,-8.12,20
0.558,0.395,0.529,True,j-dance,-0.814,21
0.753,0.069,0.708,False,j-dance,-15.231,24
0.791,0.152,0.685,True,j-dance,-7.714,9
0.286,0.232,0.657,False,j-dance,-5.181,15
0.265,0.224,0.634,True,j-dance,-8.861,9
0.893,0.0067,0.763,False,j-dance,-5.308,16
0.722,0.563,0.834,False,j-dance,-7.749,19
0.314,0.306,0.834,True,j-dance,-6.285,13
0.94,0.126,0.727,True,j-dance,-1.08,17
0.74,0.327,0.533,False,j-dance,-4.71,16
0.398,0.0158,0.484,False,j-dance,-5.022,11
0.556,0.283,0.921,True,j-dance,-4.068,17
0.728,0.623,0.607,False,j-dance,-5.325,21
0.805,0.0767,0.768,False,j-dance,-4.829,18
0.257,0.157,0.717,True,j-dance,-5.934,8
0.224,0.29,0.63,False,j-dance,-7.124,16
0.713,0.412,0.899,True,j-dance,-7.402,14
0.79,0.155,0.677,False,j-dance,-11.827,17
0.473,0.127,0.679,False,j-dance,-8.048,14
0.401,0.0155,0.749,False,j-dance,-7.404,11
0.624,0.000495,0.72,False,j-dance,-5.187,17
0.485,0.575,0.733,True,j-dance,-9.27,21
0.475,0.442,0.607,False,j-dance,-7.69,21
0.598,0.142,0.76,False,j-dance,-7.966,17
0.59,0.207,0.895,False,j-dance,-6.458,20
0.978,0.00939,0.686,False,j-dance,-8.613,12
0.478,0.0272,0.699,True,j-dance,-5.357,9
0.418,0.203,0.723,False,j-dance,-3.912,19
0.583,0.107,0.803,False,j-dance,-5.109,17
0.512,0.136,0.549,True,j-dance,-5.287,8
0.627,0.172,0.735,True,j-dance,-3.437,15
0.627,0.451,0.553,True,j-dance,-2.662,19
0.105,0.321,0.567,False,j-dance,-6.558,14
0.853,0.0382,0.812,True,j-dance,-3.914,13
0.788,0.042,0.775,True,j-dance,-9.86,13
0.543,0.0882,0.647,False,j-dance,-4.402,17
0.524,0.192,0.89,True,j-dance,-8.236,12
0.52,0.149,0.889,True,j-dance,-5.069,13
0.815,0.709,0.745,False,j-dance,-4.469,20
0.866,0.0644,0.864,False,j-dance,-3.223,20
0.248,0.27,0.605,True,j-dance,-8.812,9
0.748,0.0608,0.77,False,j-dance,-5.154,18
0.148,0.503,0.528,True,j-dance,-10.097,17
0.233,0.148,0.598,True,j-dance,-8.242,4
0.321,0.0295,0.657,False,j-dance,-3.979,12
0.755,0.511,0.656,True,j-dance,-4.566,13
0.357,0.1,0.755,True,j-dance,-5.241,9
0.868,0.0461,0.753,False,j-dance,-3.725,18
0.602,0.366,0.741,True,j-dance,-7.7,14
0.203,0.535,0.607,True,j-dance,-10.189,19
0.875,7.86e-05,0.64,False,j-dance,-4.372,18
0.925,0.00277,0.756,True,j-dance,-10.459,10
0.945,0.219,0.585,False,j-dance,-4.455,16
0.655,0.0635,0.259,False,j-dance,-1.719,17
0.351,0.237,0.55,False,j-dance,-4.452,17
0.722,0.118,0.814,False,j-dance,-3.974,21
0.614,0.709,0.511,False,j-dance,-12.682,24
0.784,0.0287,0.678,False,j-dance,-3.908,19
0.682,0.654,0.656,False,j-dance,-3.788,23
0.846,0.13,0.617,False,j-dance,-6.136,15
0.44,0.294,0.696,False,j-dance,-6.143,19
0.79,0.0399,0.658,False,j-dance,-6.613,15
0.556,0.321,0.953,True,j-dance,-7.589,15
0.4,0.715,0.55,False,j-dance,-6.564,29
0.231,0.63,0.546,True,j-dance,-6.322,21
0.602,0.0798,0.639,False,j-dance,-4.56,16
0.354,0.42,0.731,False,j-dance,-6.134,22
0.432,0.49,0.722,False,j-dance,-6.294,25
0.469,0.042,0.636,False,j-dance,-3.31,17
0.156,0.306,0.479,False,j-dance,-7.014,14
0.587,0.00892,0.842,False,j-dance,-6.886,14
0.842,0.00062,0.749,False,j-dance,-3.118,20
0.843,0.109,0.677,True,j-dance,-3.344,12
0.686,0.441,0.866,True,j-dance,-6.001,15
0.42,0.0101,0.662,False,j-dance,-3.321,15
0.713,0.104,0.845,False,j-dance,-5.459,19
0.399,0.0785,0.643,True,j-dance,-7.871,7
0.7,0.246,0.744,True,j-dance,-9.603,11
0.619,0.00717,0.776,False,j-dance,-4.133,17
0.414,0.0673,0.506,False,j-dance,-3.388,15
0.646,0.251,0.949,True,j-dance,-4.941,17
0.384,0.368,0.821,True,j-dance,-4.656,18
0.48,0.119,0.687,False,j-dance,-4.389,17
0.229,0.364,0.577,False,j-dance,-9.839,19
0.814,0.517,0.679,False,j-dance,-9.217,16
0.784,0.473,0.562,False,j-dance,-5.219,17
0.38,0.46,0.766,False,j-dance,-5.749,24
0.295,0.178,0.595,False,j-dance,-6.697,14
0.172,0.285,0.619,True,j-dance,-9.869,9
0.883,0.132,0.878,False,j-dance,-4.345,17
0.297,0.283,0.854,False,j-dance,-9.94,18
0.951,0.0276,0.587,False,j-dance,-4.484,15
0.237,0.309,0.601,True,j-dance,-6.209,12
0.45,0.611,0.663,True,j-dance,-4.761,21
0.324,0.316,0.479,True,j-dance,-8.816,11
0.707,0.457,0.564,False,j-dance,-7.774,15
0.541,0.407,0.752,False,j-dance,-4.056,24
0.368,0.779,0.692,True,j-dance,-5.524,27
0.53,0.108,0.876,False,j-dance,-8.244,17
0.15,0.0284,0.817,False,j-dance,-6.634,5
0.363,0.329,0.514,False,j-dance,-5.548,19
0.646,0.218,0.904,False,j-dance,-7.44,19
0.684,0.00126,0.57,False,j-dance,-5.125,17
0.128,0.0737,0.551,False,j-dance,-8.492,3
0.576,0.778,0.767,True,j-dance,-8.757,23
0.472,0.204,0.608,False,j-dance,-9.369,16
0.436,0.655,0.516,False,j-dance,-9.452,26
0.542,0.0123,0.553,False,j-dance,-4.681,15
0.575,0.0293,0.615,False,j-dance,-6.577,14
0.248,0.214,0.607,True,j-dance,-5.07,9
0.139,0.0332,0.457,False,j-dance,-2.974,5
0.84,0.544,0.806,False,j-dance,-5.03,17
0.634,0.239,0.653,False,j-dance,-7.745,19
0.714,0.384,0.734,False,j-dance,-3.991,22
0.166,0.0161,0.704,False,j-dance,-5.829,4
0.36,0.511,0.764,False,j-dance,-6.778,26
0.354,0.306,0.64,False,j-dance,-7.845,19
0.642,0.129,0.619,False,j-dance,-6.196,17
0.458,5.21e-05,0.678,False,j-dance,-5.032,13
0.557,0.00347,0.833,False,j-dance,-7.813,15
0.347,0.0416,0.453,False,j-dance,-6.996,8
0.449,0.308,0.782,False,j-dance,-7.784,19
0.119,0.995,0.395,False,j-dance,-18.982,61
0.773,0.0754,0.606,True,j-dance,-5.565,9
0.638,0.195,0.616,False,j-dance,-3.625,20
0.451,0.112,0.717,True,j-dance,-4.561,11
0.88,0.0112,0.607,False,j-dance,-4.497,17
0.463,0.355,0.889,True,j-dance,-8.624,15
0.856,0.086,0.884,True,j-dance,-5.585,13
0.813,0.26,0.721,True,j-dance,-6.873,11
0.76,0.0188,0.847,True,j-dance,-7.69,13
0.197,0.316,0.628,True,j-dance,-7.857,11
0.708,0.199,0.589,False,j-dance,-5.692,16
0.368,0.187,0.683,True,j-dance,-5.51,9
0.689,0.399,0.803,False,j-dance,-7.286,19
0.424,0.536,0.864,True,j-dance,-5.915,20
0.349,0.197,0.588,True,j-dance,-4.412,10
0.75,0.422,0.717,True,j-dance,-5.783,12
0.565,0.408,0.958,True,j-dance,-7.276,17
0.345,0.426,0.661,True,j-dance,-7.677,17
0.668,0.502,0.829,True,j-dance,-3.719,17
0.281,0.495,0.552,True,j-dance,-6.481,17
0.719,0.00107,0.458,False,j-dance,-4.969,13
0.624,0.0141,0.521,False,j-dance,-8.002,11
0.608,0.785,0.693,False,j-dance,-5.958,25
0.556,0.405,0.539,False,j-dance,-6.462,19
0.79,0.512,0.476,False,j-dance,-4.506,15
0.564,0.176,0.865,True,j-dance,-8.477,11
0.711,0.897,0.508,True,j-dance,-7.945,12
0.538,0.187,0.692,False,j-dance,-3.578,20
0.533,0.715,0.567,False,j-dance,-7.474,26
0.876,0.0175,0.779,True,j-dance,-5.163,10
0.114,0.000356,0.542,False,j-dance,-4.285,1
0.354,0.0394,0.615,False,j-dance,-3.56,14
0.76,0.0173,0.667,False,j-dance,-6.673,15
0.858,0.333,0.773,False,j-dance,-3.539,18
0.357,0.314,0.549,True,j-dance,-4.433,14
0.396,0.588,0.651,True,j-dance,-9.49,20
0.905,0.303,0.821,False,j-dance,-7.675,14
0.232,0.0285,0.631,True,j-dance,-3.505,3
0.593,0.0812,0.804,False,j-dance,-8.017,15
0.629,0.35,0.737,True,j-dance,-6.197,13
0.491,0.00908,0.651,False,j-dance,-4.595,13
0.536,0.128,0.603,True,j-dance,-4.668,11
0.848,0.0741,0.692,False,j-dance,-6.225,17
0.636,0.000719,0.537,False,j-dance,-4.466,15
0.546,0.14,0.558,True,j-dance,-1.898,15
0.426,0.121,0.604,False,j-dance,-5.504,15
0.37,0.00698,0.523,False,j-dance,-5.128,9
0.883,0.0329,0.57,False,j-dance,-4.181,17
0.679,0.0336,0.696,False,j-dance,-6.355,17
0.571,0.0611,0.721,True,j-dance,-6.828,9
0.45,0.438,0.494,False,j-dance,-6.142,20
0.697,0.00411,0.577,False,j-dance,-2.888,19
0.806,0.0188,0.88,False,j-dance,-6.599,17
0.547,0.473,0.643,True,j-dance,-6.641,16
0.593,0.11,0.759,False,j-dance,-4.089,18
0.583,0.0455,0.782,False,j-dance,-7.569,16
0.344,0.000659,0.474,False,j-dance,-3.926,8
0.597,0.0814,0.593,True,j-dance,-4.653,10
0.517,0.00688,0.631,False,j-dance,-5.18,13
0.36,0.255,0.576,True,j-dance,-2.53,14
0.616,0.0225,0.789,False,j-dance,-7.195,14
0.805,0.00857,0.715,False,j-dance,-3.0,20
0.854,0.264,0.837,False,j-dance,-5.483,17
0.731,0.0771,0.755,True,j-dance,-6.136,11
0.381,0.235,0.45,False,j-dance,-6.803,15
0.566,0.124,0.779,False,j-dance,-6.025,17
0.825,0.0105,0.703,False,j-dance,-5.015,18
0.204,0.231,0.867,True,j-dance,-9.212,10
0.742,0.373,0.665,True,j-dance,-7.895,11
0.408,0.321,0.63,False,j-dance,-2.974,23
0.838,0.0977,0.913,True,j-dance,-3.57,14
0.801,0.0784,0.776,False,j-dance,-3.063,22
0.202,0.193,0.637,True,j-dance,-9.532,6
0.504,0.0629,0.456,False,j-dance,-6.391,12
0.89,0.0965,0.49,True,j-dance,-5.12,8
0.304,0.426,0.542,True,j-dance,-8.781,14
0.494,0.151,0.549,False,j-dance,-5.673,15
0.682,0.105,0.684,False,j-dance,-5.891,17
0.632,0.171,0.702,True,j-dance,-3.385,13
0.539,0.749,0.523,False,j-dance,-7.476,25
0.354,0.0394,0.615,False,j-dance,-3.56,13
0.115,0.0609,0.643,False,j-dance,-9.387,3
0.733,0.0665,0.552,True,j-dance,-2.594,13
0.571,0.473,0.608,False,j-dance,-8.115,20
0.552,0.119,0.686,False,j-dance,-6.587,16
0.325,0.0944,0.574,True,j-dance,-7.016,4
0.671,0.0223,0.658,False,j-dance,-6.464,16
0.81,0.0238,0.625,False,j-dance,-7.732,15
0.494,0.406,0.908,True,j-dance,-3.067,23
0.559,0.666,0.783,True,j-dance,-3.538,24
0.916,0.264,0.675,False,j-dance,-8.155,12
0.902,0.298,0.832,False,j-dance,-7.672,15
0.251,0.513,0.548,True,j-dance,-7.157,17
0.885,0.356,0.812,False,j-dance,-3.347,18
0.585,0.787,0.669,False,j-dance,-4.942,28
0.684,0.0105,0.852,False,j-dance,-11.929,18
0.667,0.03,0.544,False,j-dance,-5.146,15
0.324,0.0602,0.621,False,j-dance,-6.389,10
0.712,0.094,0.697,False,j-dance,-4.196,17
0.0729,0.179,0.348,False,j-dance,-6.083,4
0.738,0.602,0.658,True,j-dance,-6.069,13
0.571,0.0166,0.707,False,j-dance,-4.155,15
0.712,0.0372,0.741,True,j-dance,-4.948,11
0.124,0.593,0.466,False,j-dance,-7.31,26
0.911,0.178,0.58,False,j-dance,-1.98,17
0.499,0.0324,0.635,True,j-dance,-4.811,7
0.464,0.591,0.616,False,j-dance,-4.467,25
0.411,0.508,0.755,False,j-dance,-6.569,23
0.422,0.112,0.547,True,j-dance,-6.745,8
0.734,0.0719,0.775,False,j-dance,-1.91,22
0.922,0.192,0.809,True,j-dance,-13.202,12
0.265,0.0966,0.656,False,j-dance,-4.68,10
0.653,0.0686,0.733,False,j-dance,-6.672,18
0.962,0.104,0.709,False,j-dance,-4.518,16
0.726,0.687,0.537,False,j-dance,-5.179,19
0.479,0.307,0.604,False,j-dance,-5.518,20
0.404,0.188,0.563,False,j-dance,-4.981,16
0.265,0.0629,0.626,True,j-dance,-5.305,3
0.448,0.317,0.76,True,j-dance,-5.812,14
0.379,0.18,0.856,True,j-dance,-1.627,17
0.168,0.00536,0.429,False,j-dance,-0.308,9
0.161,0.351,0.638,False,j-dance,-9.034,18
0.276,0.191,0.575,True,j-dance,-4.244,8
0.337,0.167,0.91,True,j-dance,-7.109,11
0.527,0.088,0.583,False,j-dance,-9.103,13
0.632,0.171,0.702,True,j-dance,-3.385,14
0.675,0.331,0.609,False,j-dance,-5.001,18
0.299,0.524,0.663,False,j-dance,-7.449,24
0.51,0.0548,0.664,False,j-dance,-3.198,17
0.911,0.328,0.941,True,j-dance,-5.357,11
0.329,0.023,0.68,True,j-dance,-6.009,5
0.575,0.171,0.567,True,j-dance,-1.285,17
0.578,0.29,0.511,False,j-dance,-4.265,18
0.967,0.108,0.816,False,j-dance,-4.757,16
0.536,0.0812,0.849,True,j-dance,-5.077,11
0.963,0.362,0.768,False,j-dance,-7.98,13
0.399,0.184,0.495,True,j-dance,-7.046,9
0.723,0.049,0.591,False,j-dance,-5.239,17
0.492,0.24,0.57,True,j-dance,-3.627,13
0.507,0.577,0.678,False,j-dance,-7.005,23
0.662,0.568,0.615,False,j-dance,-3.899,23
0.474,0.0174,0.629,False,j-dance,-4.431,13
0.559,0.118,0.586,False,j-dance,-4.743,16
0.295,0.0498,0.474,False,j-dance,-5.418,8
0.669,0.446,0.903,False,j-dance,-7.472,21
0.393,0.157,0.811,False,j-dance,-6.349,17
0.914,0.18,0.827,False,j-dance,-6.219,14
0.814,0.000604,0.777,False,j-dance,-10.488,17
0.254,0.341,0.708,True,j-dance,-7.186,13
0.464,0.0234,0.412,False,j-dance,-5.596,12
0.736,0.0314,0.661,False,j-dance,-7.114,15
0.532,0.0895,0.544,False,j-dance,-4.314,17
0.184,0.149,0.566,True,j-dance,-10.079,4
0.746,0.168,0.863,False,j-dance,-5.935,20
0.665,0.478,0.69,True,j-dance,-8.236,14
0.324,0.408,0.65,True,j-dance,-4.718,19
0.717,0.348,0.877,True,j-dance,-4.882,16
0.672,0.0907,0.789,False,j-dance,-4.458,17
0.719,0.374,0.588,True,j-dance,-6.06,11
0.497,0.264,0.636,False,j-dance,-4.697,18
0.6,0.129,0.761,True,j-dance,-6.516,12
0.843,0.0304,0.788,True,j-dance,-5.97,11
0.353,0.313,0.857,False,j-dance,-4.062,21
0.691,0.441,0.492,True,j-dance,-6.253,12
0.166,0.484,0.757,True,j-dance,-8.147,19
0.961,0.061,0.64,False,j-dance,-0.593,22
0.781,0.285,0.623,True,j-dance,-5.452,10
0.203,0.535,0.607,True,j-dance,-10.189,20
0.488,0.292,0.855,True,j-dance,-4.873,14
0.455,0.163,0.738,True,j-dance,-5.842,11
0.735,0.614,0.644,True,j-dance,-4.07,16
0.656,0.00281,0.634,False,j-dance,-9.197,14
0.468,0.44,0.634,True,j-dance,-6.503,17
0.749,0.229,0.717,True,j-dance,-9.063,12
0.712,0.15,0.657,True,j-dance,-4.559,12
0.766,0.344,0.802,False,j-dance,-5.912,19
0.554,0.158,0.818,False,j-dance,-5.631,19
0.731,0.371,0.943,False,j-dance,-4.856,21
0.675,0.0248,0.559,False,j-dance,-4.143,17
0.8,0.0157,0.575,True,j-dance,-4.435,10
0.435,0.0916,0.544,False,j-dance,-7.474,12
0.338,0.233,0.728,False,j-dance,-5.962,17
0.607,0.44,0.798,False,j-dance,-6.562,21
0.759,0.0887,0.583,False,j-dance,-4.614,16
0.53,0.49,0.702,False,j-dance,-7.018,23
0.737,0.00112,0.4,False,j-dance,-10.366,13
0.131,0.378,0.719,True,j-dance,-3.721,15
0.0421,0.039,0.395,False,j-dance,-4.819,0
0.107,0.0224,0.504,False,j-dance,-2.371,6
0.67,0.0422,0.705,False,j-dance,-2.329,21
0.971,0.283,0.778,True,j-dance,-5.326,7
0.829,0.116,0.792,False,j-dance,-6.17,17
0.639,0.212,0.689,False,j-dance,-6.735,18
0.663,0.0928,0.562,False,j-dance,-3.815,16
0.147,0.000338,0.851,False,j-dance,-2.079,10
0.72,0.139,0.747,False,j-dance,-15.605,25
0.579,0.0948,0.648,False,j-dance,-5.693,17
0.84,0.0439,0.624,False,j-dance,-3.574,18
0.42,0.0143,0.45,True,j-dance,-7.03,4
0.764,0.222,0.768,False,j-dance,-2.631,22
0.738,0.0699,0.78,False,j-dance,-8.917,16
0.553,0.154,0.902,True,j-dance,-7.684,13
0.62,0.149,0.779,False,j-dance,-4.702,19
0.307,0.143,0.589,True,j-dance,-6.153,5
0.349,0.00142,0.434,False,j-dance,-3.994,7
0.626,0.797,0.751,True,j-dance,-8.199,18
0.714,0.087,0.774,True,j-dance,-3.239,15
0.462,0.569,0.61,False,j-dance,-3.943,26
0.443,0.0974,0.689,True,j-dance,-3.187,13
0.541,0.0608,0.648,False,j-dance,-5.289,16
0.308,0.0921,0.613,False,j-dance,-7.205,10
0.625,0.0399,0.628,False,j-dance,-6.747,14
0.789,0.486,0.611,True,j-dance,-2.483,15
0.36,0.123,0.731,False,j-dance,-7.233,14
0.589,0.104,0.716,False,j-dance,-4.344,18
0.549,0.116,0.722,False,j-dance,-6.545,16
0.745,0.762,0.737,False,j-dance,-6.345,19
0.632,0.0168,0.689,False,j-dance,-4.788,16
0.547,0.156,0.688,False,j-dance,-3.584,17
0.665,0.288,0.586,False,j-dance,-4.566,18
0.745,0.000312,0.477,False,j-dance,-4.055,15
0.415,0.411,0.795,False,j-dance,-8.205,22
0.498,0.168,0.702,True,j-dance,-8.636,10
0.306,0.413,0.55,False,j-dance,-8.932,18
0.848,0.302,0.825,True,j-dance,-3.651,13
0.278,0.257,0.458,True,j-dance,-7.553,7
0.467,0.0563,0.811,False,j-dance,-5.753,16
0.781,0.0391,0.661,False,j-dance,-7.33,15
0.245,0.0363,0.802,True,j-dance,-5.998,2
0.331,0.0423,0.65,True,j-dance,-4.554,5
0.574,0.52,0.722,False,j-dance,-7.454,23
0.831,0.0444,0.824,False,j-dance,-9.458,16
0.864,0.548,0.52,False,j-dance,-5.177,13
0.186,0.00281,0.456,False,j-dance,-1.475,7
0.701,0.113,0.689,True,j-dance,-7.379,9
0.914,0.689,0.763,False,j-dance,-4.684,12
0.444,0.228,0.63,True,j-dance,-3.847,15
0.704,0.0579,0.547,True,j-dance,-7.168,8
0.771,0.262,0.794,True,j-dance,-3.595,14
0.446,0.556,0.439,True,j-dance,-8.173,17
0.483,0.168,0.801,True,j-dance,-7.125,11
0.772,0.245,0.601,False,j-dance,-4.827,17
0.697,0.993,0.572,False,j-dance,-14.834,27
0.805,0.0715,0.54,True,j-dance,-4.09,10
